iter	Passed	Remaining
419	69473	757595
420	69547	756434
421	69740	756564
422	69897	756311
423	70080	756339
424	70274	756482
425	70459	756528
426	70614	756253
427	70788	756176
428	70939	755866
429	71098	755625
430	71248	755300
431	71362	754591
432	71534	754503
433	71668	754009
434	71773	753205
435	71930	752961
436	72096	752803
437	72182	751815
438	72325	751426
439	72446	750811
440	72613	750668
441	72781	750540
442	72944	750361
443	73144	750553
444	73302	750318
445	73453	750011
446	73610	749777
447	73760	749457
448	73920	749251
449	74083	749065
450	74286	749290
451	74493	749552
452	74623	749039
453	74761	748604
454	74951	748688
455	75119	748556
456	75305	748604
457	75458	748319
458	75627	748201
459	75771	747831
460	75936	747674
461	76059	747092
462	76221	746902
463	76391	746794
464	76491	745996
465	76584	745135
466	76707	744568
467	76876	744457
468	77041	744293
469	77213	744202
470	77304	743340
471	77464	743133
472	77572	742429
473	77772	742613
474	77943	742510
475	78097	742253
476	78257	742054
477	78378	741484
478	78529	741198
479	78702	741112
480	78855	740849
481	79021	740701
482	79184	740526
483	79348	740372
484	79522	740294
485	79668	739962
486	79820	739693
487	80016	739822
488	80155	739427
489	80289	738991
490	80377	738135
491	80620	738696
492	80765	738360
493	80958	738455
494	81172	738748
495	81319	738437
496	81460	738059
497	81593	737619
498	81757	737458
499	81917	737257
500	82009	736444
501	82166	736221
502	82341	736158
503	82503	735986
504	82619	735397
505	82777	735181
506	82919	734826
507	83111	734917
508	83269	734699
509	83427	734490
510	83587	734292
511	83747	734096
512	83893	733780
513	83996	733088
514	84080	732237
515	84197	731669
516	84301	730990
517	84416	730416
518	84552	730016
519	84724	729934
520	84868	729612
521	85015	729306
522	85192	729270
523	85258	728278
524	85561	729312
525	85705	728986
526	85857	728727
527	86029	728642
528	86232	728821
529	86444	729070
530	86625	729057
531	86790	728911
532	86906	728353
533	87074	728233
534	87279	728413
535	87415	728024
536	87578	727867
537	87720	727529
538	87855	727130
539	88015	726944
540	88164	726665
541	88323	726467
542	88554	726866
543	88712	726662
544	88824	726080
545	88968	725761
546	89040	724856
547	89194	724626
548	89342	724344
549	89413	723435
550	89556	723113
551	89703	722824
552	89812	722233
553	89911	721561
554	90062	721310
555	90207	721014
556	90400	721090
557	90560	720912
558	90712	720666
559	90859	720389
560	91152	721256
561	91221	720355
562	91358	719995
563	91510	719749
564	91698	719795
565	91876	719752
566	92023	719472
567	92192	719360
568	92363	719270
569	92491	718834
570	92641	718579
571	92835	718661
572	92977	718347
573	93092	717817
574	93254	717655
575	93379	717204
576	93517	716856
577	93618	716228
578	93827	716424
579	93998	716330
580	94137	715995
581	94223	715256
582	94393	715158
583	94547	714932
584	94680	714555
585	94837	714355
586	95071	714739
587	95217	714458
588	95361	714162
589	95512	713914
590	95662	713668
591	95813	713421
592	95985	713336
593	96144	713155
594	96309	713017
595	96400	712330
596	96605	712486
597	96830	712790
598	96990	712610
599	97135	712325
600	97332	712425
601	97536	712567
602	97739	712706
603	97843	712116
604	97999	711913
605	98206	712078
606	98351	711793
607	98498	711521
608	98648	711269
609	98793	710991
610	98911	710513
611	99108	710600
612	99252	710308
613	99406	710090
614	99567	709922
615	99643	709150
616	99797	708937
617	99946	708681
618	100125	708645
619	100282	708449
620	100425	708152
621	100581	707953
622	100732	707716
623	100883	707478
624	100953	706673
625	101098	706397
626	101246	706143
627	101389	705854
628	101570	705827
629	101724	705614
630	101878	705400
631	102053	705330
632	102280	705619
633	102468	705640
634	102612	705357
635	102738	704954
636	102905	704828
637	103082	704777
638	103245	704619
639	103442	704702
640	103599	704505
641	103792	704557
642	103875	703865
643	104079	703991
644	104236	703798
645	104371	703454
646	104522	703226
647	104667	702949
648	104748	702249
649	104885	701929
650	105045	701758
651	105219	701675
652	105384	701544
653	105555	701441
654	105725	701340
655	105830	700806
656	105941	700311
657	106102	700148
658	106216	699677
659	106381	699536
660	106541	699373
661	106626	698710
662	106820	698763
663	106950	698398
664	107125	698326
665	107272	698075
666	107428	697883
667	107586	697699
668	107851	698213
669	108047	698280
670	108191	698002
671	108281	697386
672	108448	697260
673	108637	697277
674	108815	697223
675	108982	697098
676	109148	696970
677	109295	696720
678	109435	696422
679	109612	696360
680	109788	696294
681	109931	696017
682	110141	696163
683	110246	695650
684	110392	695390
685	110509	694952
686	110690	694914
687	110792	694388
688	110934	694106
689	111089	693909
690	111256	693781
691	111401	693524
692	111550	693288
693	111753	693386
694	112020	693885
695	112166	693629
696	112325	693452
697	112499	693370
698	112643	693106
699	112788	692846
700	112934	692587
701	113065	692244
702	113223	692066
703	113438	692235
704	113673	692520
705	113813	692234
706	113958	691970
707	114285	692815
708	114489	692913
709	114603	692460
710	114760	692275
711	114916	692084
712	115017	691555
713	115158	691276
714	115325	691145
715	115487	690990
716	115711	691203
717	115885	691114
718	116034	690878
719	116188	690678
720	116281	690106
721	116441	689941
722	116616	689860
723	116789	689768
724	116983	689798
725	117128	689542
726	117199	688849
727	117357	688667
728	117500	688399
729	117670	688289
730	117753	687673
731	117843	687096
732	117961	686686
733	118129	686568
734	118268	686278
735	118430	686122
736	118591	685965
737	118756	685826
738	118919	685677
739	119217	686303
740	119407	686309
741	119574	686183
742	119772	686235
743	119971	686287
744	120055	685687
745	120248	685708
746	120369	685316
747	120537	685195
748	120700	685043
749	120898	685094
750	121051	684881
751	121213	684727
752	121352	684440
753	121495	684179
754	121641	683932
755	121799	683754
756	121940	683478
757	122110	683367
758	122252	683097
759	122413	682935
760	122566	682731
761	122707	682461
762	122799	681917
763	122901	681429
764	123040	681145
765	123197	680962
766	123346	680738
767	123510	680592
768	123645	680293
769	123808	680142
770	123981	680047
771	124121	679774
772	124265	679522
773	124414	679299
774	124487	678657
775	124819	679430
776	124967	679199
777	125121	678998
778	125280	678829
779	125488	678927
780	125681	678938
781	125825	678687
782	125969	678432
783	126140	678326
784	126297	678145
785	126503	678226
786	126772	678642
787	126973	678694
788	127122	678472
789	127312	678460
790	127491	678394
791	127645	678195
792	127811	678064
793	128009	678096
794	128183	678004
795	128338	677808
796	128433	677296
797	128596	677145
798	128748	676936
799	128920	676835
800	129039	676449
801	129208	676332
802	129358	676112
803	129508	675894
804	129655	675657
805	129817	675499
806	129975	675324
807	130143	675200
808	130288	674957
809	130502	675066
810	130635	674761
811	130774	674489
812	130970	674507
813	131133	674352
814	131306	674252
815	131404	673771
816	131555	673555
817	131705	673339
818	131834	673017
819	131993	672845
820	132162	672724
821	132308	672488
822	132490	672434
823	132561	671816
824	132724	671666
825	132874	671452
826	132987	671046
827	133140	670845
828	133283	670599
829	133457	670501
830	133593	670216
831	133740	669989
832	133891	669779
833	134049	669602
834	134216	669474
835	134364	669253
836	134529	669109
837	134672	668864
838	134812	668598
839	134959	668373
840	135032	667777
841	135201	667656
842	135355	667465
843	135435	666907
844	135605	666792
845	135774	666675
846	136022	666943
847	136155	666648
848	136294	666379
849	136444	666168
850	136649	666226
851	136785	665946
852	136875	665442
853	137069	665442
854	137229	665280
855	137426	665299
856	137589	665150
857	137735	664917
858	137902	664787
859	137971	664190
860	138177	664244
861	138353	664160
862	138523	664048
863	138684	663888
864	138837	663692
865	138994	663514
866	139110	663139
867	139256	662914
868	139360	662485
869	139455	662014
870	139618	661864
871	139723	661444
872	139855	661147
873	140033	661074
874	140193	660914
875	140298	660490
876	140453	660306
877	140634	660245
878	140700	659643
879	140855	659457
880	141023	659337
881	141186	659192
882	141259	658623
883	141466	658682
884	141662	658690
885	141759	658236
886	141898	657978
887	141976	657438
888	142197	657561
889	142348	657360
890	142516	657241
891	142630	656869
892	142797	656741
893	142936	656485
894	143106	656369
895	143248	656128
896	143381	655846
897	143514	655564
898	143655	655318
899	143796	655074
900	143933	654808
901	144062	654511
902	144204	654270
903	144348	654037
904	144484	653772
905	144596	653396
906	144757	653244
907	144916	653082
908	145070	652897
909	145278	652956
910	145431	652766
911	145550	652424
912	145691	652179
913	145844	651989
914	146002	651823
915	146158	651649
916	146294	651386
917	146447	651198
918	146613	651067
919	146756	650832
920	146958	650863
921	147189	651019
922	147331	650782
923	147467	650516
924	147636	650396
925	147832	650400
926	148011	650322
927	148169	650158
928	148372	650187
929	148526	650005
930	148684	649835
931	148819	649568
932	149009	649541
933	149145	649277
934	149210	648708
935	149374	648567
936	149499	648257
937	149678	648180
938	149839	648027
939	149942	647622
940	150097	647443
941	150253	647269
942	150421	647147
943	150608	647105
944	150718	646735
945	150888	646620
946	151041	646430
947	151229	646392
948	151381	646201
949	151539	646037
950	151697	645869
951	151855	645706
952	152024	645586
953	152194	645470
954	152401	645510
955	152469	644964
956	152634	644827
957	152804	644714
958	153096	645113
959	153234	644862
960	153456	644963
961	153624	644837
962	153691	644293
963	153880	644254
964	154039	644093
965	154137	643674
966	154301	643533
967	154474	643430
968	154647	643328
969	154803	643152
970	154960	642982
971	155148	642941
972	155318	642824
973	155474	642649
974	155626	642458
975	155784	642292
976	155941	642122
977	156094	641933
978	156258	641792
979	156492	641939
980	156651	641777
981	156794	641547
982	156943	641343
983	157119	641250
984	157204	640788
985	157379	640690
986	157544	640552
987	157711	640424
988	157878	640294
989	158024	640077
990	158167	639853
991	158332	639715
992	158509	639624
993	158795	639975
994	158858	639427
995	158996	639180
996	159137	638945
997	159326	638900
998	159487	638749
999	159687	638749
1000	159867	638672
1001	160067	638671
1002	160232	638535
1003	160384	638342
1004	160549	638206
1005	160743	638182
1006	160912	638055
1007	161063	637861
1008	161211	637656
1009	161369	637489
1010	161540	637374
1011	161689	637170
1012	161794	636794
1013	161963	636671
1014	162140	636581
1015	162326	636525
1016	162484	636356
1017	162651	636225
1018	162772	635916
1019	162931	635752
1020	163094	635605
1021	163245	635413
1022	163398	635226
1023	163568	635104
1024	163725	634935
1025	163882	634764
1026	164072	634722
1027	164373	635110
1028	164516	634883
1029	164661	634667
1030	164846	634603
1031	165047	634600
1032	165221	634494
1033	165420	634484
1034	165610	634438
1035	165768	634271
1036	165926	634106
1037	166025	633710
1038	166168	633488
1039	166324	633310
1040	166495	633194
1041	166667	633081
1042	166834	632947
1043	167002	632817
1044	167175	632706
1045	167338	632558
1046	167490	632368
1047	167659	632242
1048	167795	631990
1049	167970	631888
1050	168144	631782
1051	168294	631582
1052	168389	631179
1053	168571	631102
1054	168804	631217
1055	169006	631214
1056	169190	631141
1057	169336	630929
1058	169491	630750
1059	169579	630323
1060	169830	630502
1061	170057	630591
1062	170203	630376
1063	170345	630151
1064	170527	630072
1065	170704	629973
1066	170912	629988
1067	171076	629843
1068	171263	629780
1069	171333	629289
1070	171491	629122
1071	171659	628991
1072	171814	628811
1073	171964	628616
1074	172149	628547
1075	172335	628480
1076	172507	628364
1077	172656	628163
1078	172867	628184
1079	173019	627995
1080	173200	627912
1081	173374	627801
1082	173530	627625
1083	173690	627465
1084	173878	627406
1085	174035	627233
1086	174206	627110
1087	174308	626742
1088	174456	626537
1089	174643	626474
1090	174803	626313
1091	174957	626131
1092	175118	625972
1093	175279	625813
1094	175553	626060
1095	175699	625850
1096	175839	625615
1097	175985	625405
1098	176164	625313
1099	176350	625242
1100	176503	625055
1101	176694	625004
1102	176848	624820
1103	177030	624739
1104	177204	624625
1105	177377	624511
1106	177597	624559
1107	177755	624390
1108	177919	624242
1109	178069	624044
1110	178229	623881
1111	178392	623733
1112	178550	623564
1113	178707	623392
1114	178804	623009
1115	178989	622935
1116	179138	622733
1117	179307	622603
1118	179452	622389
1119	179599	622183
1120	179763	622036
1121	179948	621960
1122	180111	621808
1123	180271	621646
1124	180421	621451
1125	180649	621525
1126	180803	621342
1127	181034	621421
1128	181261	621492
1129	181386	621210
1130	181534	621005
1131	181761	621073
1132	181930	620940
1133	182149	620980
1134	182319	620851
1135	182487	620713
1136	182670	620628
1137	182835	620485
1138	183021	620409
1139	183179	620240
1140	183304	619957
1141	183460	619782
1142	183629	619650
1143	183835	619641
1144	183986	619447
1145	184140	619264
1146	184297	619092
1147	184449	618903
1148	184619	618771
1149	184801	618682
1150	185014	618696
1151	185179	618552
1152	185344	618403
1153	185491	618198
1154	185659	618062
1155	185810	617868
1156	185961	617673
1157	186126	617527
1158	186285	617360
1159	186443	617193
1160	186860	617877
1161	187093	617955
1162	187231	617717
1163	187365	617470
1164	187546	617373
1165	187762	617393
1166	187980	617421
1167	188209	617482
1168	188311	617128
1169	188477	616983
1170	188672	616932
1171	188818	616722
1172	188972	616537
1173	189138	616391
1174	189280	616167
1175	189455	616051
1176	189613	615880
1177	189773	615716
1178	189938	615567
1179	190134	615521
1180	190285	615325
1181	190442	615151
1182	190594	614960
1183	190762	614821
1184	190928	614677
1185	191104	614563
1186	191278	614444
1187	191439	614280
1188	191541	613931
1189	191713	613805
1190	191850	613568
1191	191998	613364
1192	192137	613134
1193	192303	612985
1194	192638	613381
1195	192823	613293
1196	192967	613077
1197	193159	613015
1198	193353	612957
1199	193558	612936
1200	193719	612771
1201	193927	612759
1202	194094	612614
1203	194246	612425
1204	194410	612273
1205	194597	612190
1206	194791	612133
1207	194935	611918
1208	195094	611748
1209	195258	611593
1210	195443	611505
1211	195629	611421
1212	195817	611343
1213	195960	611124
1214	196145	611038
1215	196305	610871
1216	196466	610708
1217	196617	610515
1218	196801	610425
1219	196969	610281
1220	197137	610142
1221	197296	609973
1222	197466	609838
1223	197651	609749
1224	197821	609613
1225	198001	609508
1226	198232	609561
1227	198367	609318
1228	198504	609081
1229	198686	608982
1230	198878	608913
1231	199061	608818
1232	199231	608683
1233	199417	608595
1234	199555	608362
1235	199732	608245
1236	199873	608023
1237	200036	607865
1238	200205	607726
1239	200367	607567
1240	200541	607441
1241	200704	607286
1242	200870	607137
1243	201070	607089
1244	201224	606905
1245	201373	606706
1246	201517	606490
1247	201672	606308
1248	201854	606209
1249	202027	606082
1250	202200	605954
1251	202367	605810
1252	202525	605637
1253	202664	605408
1254	202781	605111
1255	202931	604916
1256	203089	604746
1257	203237	604542
1258	203403	604393
1259	203658	604509
1260	203870	604498
1261	204010	604271
1262	204151	604047
1263	204328	603933
1264	204501	603805
1265	204725	603827
1266	204870	603615
1267	205065	603551
1268	205221	603372
1269	205374	603185
1270	205571	603129
1271	205724	602941
1272	205875	602746
1273	206040	602594
1274	206191	602403
1275	206358	602256
1276	206519	602092
1277	206680	601929
1278	206858	601812
1279	207007	601616
1280	207175	601471
1281	207327	601282
1282	207489	601122
1283	207649	600954
1284	207817	600811
1285	207985	600666
1286	208158	600537
1287	208343	600444
1288	208490	600239
1289	208656	600088
1290	208817	599924
1291	208991	599799
1292	209232	599863
1293	209423	599787
1294	209562	599557
1295	209718	599381
1296	209925	599348
1297	210106	599240
1298	210293	599151
1299	210456	598991
1300	210637	598885
1301	210794	598709
1302	210948	598523
1303	211109	598359
1304	211275	598208
1305	211450	598085
1306	211604	597900
1307	211761	597724
1308	211933	597591
1309	212123	597507
1310	212285	597346
1311	212434	597149
1312	212604	597008
1313	212765	596844
1314	212932	596697
1315	213118	596602
1316	213272	596419
1317	213428	596239
1318	213570	596021
1319	213745	595896
1320	213898	595710
1321	214077	595594
1322	214222	595386
1323	214368	595180
1324	214517	594981
1325	214666	594785
1326	214981	595045
1327	215166	594947
1328	215304	594720
1329	215486	594613
1330	215675	594524
1331	215917	594583
1332	216080	594424
1333	216243	594264
1334	216444	594207
1335	216622	594090
1336	216795	593956
1337	216969	593828
1338	217145	593704
1339	217308	593544
1340	217479	593406
1341	217654	593279
1342	217817	593119
1343	217979	592954
1344	218133	592771
1345	218308	592643
1346	218491	592539
1347	218651	592369
1348	218803	592179
1349	218985	592071
1350	219155	591930
1351	219343	591838
1352	219490	591634
1353	219629	591411
1354	219779	591214
1355	219983	591164
1356	220128	590957
1357	220292	590799
1358	220572	590953
1359	220721	590754
1360	220868	590552
1361	221177	590782
1362	221355	590661
1363	221505	590465
1364	221684	590346
1365	221832	590146
1366	222020	590052
1367	222170	589855
1368	222330	589687
1369	222513	589579
1370	222683	589437
1371	222864	589325
1372	223017	589135
1373	223181	588979
1374	223375	588899
1375	223541	588745
1376	223727	588646
1377	223881	588459
1378	224077	588385
1379	224250	588251
1380	224413	588090
1381	224562	587892
1382	224719	587715
1383	224899	587598
1384	225059	587429
1385	225247	587333
1386	225397	587137
1387	225536	586915
1388	225687	586721
1389	225830	586510
1390	226042	586476
1391	226253	586438
1392	226393	586218
1393	226543	586022
1394	226748	585970
1395	226929	585853
1396	227095	585700
1397	227254	585530
1398	227432	585407
1399	227580	585206
1400	227774	585124
1401	227936	584960
1402	228089	584773
1403	228262	584638
1404	228430	584489
1405	228587	584312
1406	228769	584200
1407	228951	584087
1408	229105	583902
1409	229276	583761
1410	229464	583662
1411	229611	583461
1412	229791	583342
1413	229961	583196
1414	230124	583035
1415	230290	582881
1416	230440	582686
1417	230585	582480
1418	230736	582289
1419	230887	582096
1420	231043	581918
1421	231206	581755
1422	231385	581633
1423	231640	581703
1424	231857	581676
1425	232006	581480
1426	232159	581293
1427	232365	581238
1428	232598	581253
1429	232752	581066
1430	232892	580849
1431	233079	580745
1432	233240	580579
1433	233390	580384
1434	233541	580191
1435	233665	579932
1436	233825	579762
1437	233988	579601
1438	234135	579399
1439	234270	579168
1440	234453	579057
1441	234611	578882
1442	234749	578658
1443	234905	578478
1444	235059	578294
1445	235208	578098
1446	235353	577893
1447	235493	577673
1448	235630	577450
1449	235780	577255
1450	235926	577052
1451	236060	576820
1452	236210	576626
1453	236356	576424
1454	236554	576346
1455	236775	576327
1456	236985	576278
1457	237275	576427
1458	237520	576463
1459	237668	576264
1460	237815	576063
1461	238073	576131
1462	238305	576135
1463	238462	575958
1464	238806	576232
1465	238972	576077
1466	239189	576045
1467	239469	576163
1468	239603	575929
1469	239846	575957
1470	240135	576096
1471	240291	575917
1472	240474	575799
1473	240661	575694
1474	240920	575760
1475	241096	575626
1476	241243	575424
1477	241392	575227
1478	241641	575266
1479	241874	575269
1480	242081	575208
1481	242247	575052
1482	242432	574940
1483	242595	574774
1484	242745	574578
1485	243056	574764
1486	243198	574551
1487	243377	574423
1488	243573	574336
1489	243778	574270
1490	243917	574048
1491	244087	573900
1492	244229	573686
1493	244359	573442
1494	244540	573321
1495	244674	573087
1496	244816	572874
1497	244976	572703
1498	245124	572501
1499	245281	572324
1500	245483	572249
1501	245643	572077
1502	245821	571948
1503	245966	571742
1504	246117	571548
1505	246263	571344
1506	246403	571126
1507	246568	570965
1508	246713	570759
1509	246951	570769
1510	247134	570650
1511	247281	570448
1512	247417	570221
1513	247555	569999
1514	247751	569910
1515	247904	569722
1516	248058	569536
1517	248215	569359
1518	248356	569144
1519	248582	569122
1520	248732	568928
1521	248898	568771
1522	249052	568585
1523	249201	568387
1524	249356	568206
1525	249584	568189
1526	249758	568049
1527	249929	567903
1528	250101	567758
1529	250318	567716
1530	250458	567498
1531	250648	567394
1532	250786	567172
1533	250992	567104
1534	251152	566933
1535	251304	566744
1536	251452	566544
1537	251600	566345
1538	251780	566220
1539	251935	566037
1540	252135	565956
1541	252300	565795
1542	252470	565644
1543	252647	565511
1544	252822	565373
1545	252986	565210
1546	253147	565041
1547	253312	564879
1548	253482	564730
1549	253655	564588
1550	253826	564440
1551	253991	564280
1552	254132	564065
1553	254291	563892
1554	254514	563859
1555	254697	563738
1556	254886	563631
1557	255106	563592
1558	255372	563654
1559	255539	563497
1560	255708	563346
1561	255892	563225
1562	256128	563220
1563	256386	563262
1564	256598	563204
1565	256823	563174
1566	257068	563188
1567	257266	563099
1568	257445	562967
1569	257626	562839
1570	257776	562645
1571	257948	562499
1572	258109	562326
1573	258331	562288
1574	258492	562117
1575	258703	562057
1576	258847	561848
1577	259007	561675
1578	259167	561501
1579	259329	561333
1580	259507	561199
1581	259699	561094
1582	259894	560998
1583	260032	560777
1584	260170	560555
1585	260324	560371
1586	260472	560171
1587	260632	559997
1588	260930	560122
1589	261099	559968
1590	261270	559817
1591	261477	559745
1592	261660	559620
1593	261846	559504
1594	261992	559300
1595	262181	559188
1596	262329	558990
1597	262471	558777
1598	262604	558548
1599	262757	558358
1600	262901	558152
1601	263071	558001
1602	263235	557835
1603	263389	557650
1604	263560	557500
1605	263705	557295
1606	263847	557083
1607	263991	556877
1608	264192	556790
1609	264360	556635
1610	264507	556434
1611	264660	556245
1612	264824	556082
1613	264995	555932
1614	265161	555771
1615	265306	555567
1616	265480	555423
1617	265687	555350
1618	265831	555142
1619	265975	554936
1620	266145	554784
1621	266289	554578
1622	266586	554689
1623	266739	554502
1624	266888	554307
1625	267036	554108
1626	267266	554080
1627	267449	553955
1628	267596	553756
1629	267746	553561
1630	267941	553460
1631	268074	553232
1632	268206	553001
1633	268379	552855
1634	268534	552672
1635	268728	552569
1636	268871	552360
1637	269018	552160
1638	269167	551965
1639	269314	551766
1640	269463	551571
1641	269598	551347
1642	269784	551226
1643	269938	551042
1644	270093	550859
1645	270237	550654
1646	270404	550495
1647	270547	550289
1648	270695	550091
1649	270830	549868
1650	271021	549757
1651	271159	549540
1652	271299	549327
1653	271449	549134
1654	271602	548948
1655	271758	548767
1656	271913	548584
1657	272227	548724
1658	272363	548503
1659	272553	548390
1660	272758	548308
1661	272990	548280
1662	273198	548204
